,timestamp,video,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0,0.911,223,-0.166,0.376,0.43,0.08,0.13,1.73,1.64,0.61,0.94,0.51,0.0,0.0,0.0,0.57,0.08,0.79,1.83,1.63,1.77,1.07,0.0,0.0
1,0.0,155,-0.41,0.313,0.326,0.496,-0.206,1.91,0.61,0.9,0.47,1.06,0.0,1.03,1.73,0.93,0.28,0.41,0.5,0.32,0.16,0.47,0.37,0.0
2,0.18,155,-0.407,0.242,0.207,0.501,-0.152,2.45,0.29,1.47,0.74,1.56,0.0,0.88,2.27,1.22,1.13,0.5,0.49,1.25,0.0,1.67,0.71,0.36
3,0.271,155,-0.394,0.184,0.126,0.478,-0.091,2.45,0.0,0.46,0.71,1.08,0.0,0.58,0.98,0.76,1.61,0.09,0.0,0.39,0.16,0.13,0.07,0.19
4,0.722,155,-0.321,0.07400000000000001,0.003,0.393,-0.056,2.0,0.02,0.96,1.26,1.64,0.0,0.0,0.75,1.86,1.86,0.0,0.86,0.0,1.1,0.25,0.0,0.0
5,0.812,155,-0.185,0.09,0.004,0.183,-0.048,2.49,1.36,0.0,0.0,0.97,0.48,0.0,2.37,0.91,0.0,0.21,0.0,0.29,0.76,0.0,0.0,0.0
6,1.083,155,-0.21,0.01,-0.08900000000000001,0.253,-0.13,2.54,0.35,0.42,2.09,1.42,0.0,0.0,2.09,1.71,1.86,0.76,2.1,0.61,1.3,0.38,0.0,0.74
7,1.173,155,-0.249,0.012,-0.08900000000000001,0.314,-0.14,2.23,0.2,1.38,2.39,1.15,0.86,0.48,3.03,1.29,2.28,0.37,1.87,0.0,1.23,0.37,0.12,0.19
8,1.263,155,-0.237,0.02,-0.068,0.297,-0.159,1.84,0.0,1.38,1.42,1.13,0.0,0.0,2.77,1.82,2.39,0.12,1.14,0.09,1.06,0.7,0.0,0.25
9,1.3530000000000002,155,-0.236,0.044,-0.036000000000000004,0.297,-0.158,1.28,0.0,0.66,1.13,1.71,0.06,0.0,1.15,2.1,1.72,0.0,0.67,0.0,1.0,0.67,0.0,0.46
10,1.444,155,-0.315,0.057,-0.01,0.411,-0.073,1.85,0.0,1.2,0.65,1.06,0.01,0.54,1.46,1.26,1.97,0.64,0.74,0.66,0.0,0.93,0.0,0.0
11,1.534,155,-0.375,0.095,0.016,0.489,-0.051,2.53,0.06,1.29,1.67,0.71,0.0,0.72,1.78,0.94,1.91,0.9,0.95,1.22,0.55,0.5,0.1,0.01
12,1.624,155,-0.377,0.117,0.026,0.496,-0.029,2.66,0.26,1.64,1.09,0.58,0.0,0.52,2.21,1.05,1.58,0.92,1.14,0.23,0.0,0.58,0.14,0.18
13,1.714,155,-0.381,0.133,0.08,0.501,-0.011,2.52,0.59,1.73,1.77,0.83,0.0,0.43,2.97,1.46,2.69,0.7,1.18,0.0,0.55,1.69,2.23,0.0
14,1.805,155,-0.389,0.142,0.086,0.52,0.013,2.09,0.28,1.48,2.01,0.92,0.0,0.24,2.8,1.67,2.06,1.09,0.66,0.0,0.44,1.36,1.16,0.0
15,0.36,141,0.516,0.076,0.016,-0.608,-0.163,1.72,0.0,0.0,1.78,1.34,0.22,0.0,0.74,0.0,0.0,0.04,0.0,1.02,0.1,0.0,0.0,0.0
16,0.4,141,0.508,0.041,-0.044,-0.589,-0.211,1.91,0.0,0.0,2.37,0.93,0.13,0.0,1.4,0.07,0.0,0.23,0.0,0.61,0.0,0.0,0.0,0.16
17,0.44,141,0.539,0.045,-0.041,-0.63,-0.232,1.66,0.0,0.19,2.93,0.58,0.9,0.0,1.61,0.0,0.11,0.22,0.38,1.64,0.0,0.0,0.0,0.0
18,0.48,141,0.531,0.066,-0.008,-0.616,-0.238,1.34,0.0,0.47,3.16,0.22,0.93,0.0,1.23,0.15,0.29,0.0,0.57,1.25,0.0,0.0,0.0,0.0
19,0.52,141,0.534,0.066,-0.003,-0.619,-0.252,0.91,0.0,0.34,2.92,0.43,0.0,0.0,1.6,0.31,0.53,0.07,0.18,1.43,0.0,0.0,0.38,0.0
20,0.56,141,0.517,0.079,0.02,-0.595,-0.236,1.02,0.0,0.06,2.21,0.52,0.95,0.0,1.27,0.48,0.54,0.0,0.41,1.11,0.0,0.0,0.46,0.0
21,0.6,141,0.529,0.071,0.009000000000000001,-0.608,-0.248,1.54,0.0,0.0,3.13,0.42,0.97,0.0,0.88,0.16,0.04,0.09,0.28,1.22,0.0,0.0,0.9,0.0
22,0.64,141,0.524,0.075,0.014,-0.603,-0.247,1.0,0.0,0.0,3.48,0.4,0.93,0.0,0.7,0.41,0.0,0.0,0.11,1.28,0.0,0.0,0.0,0.0
23,0.0,97,0.043,0.434,0.515,-0.025,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.97,0.46,1.16,1.01,0.04,0.13,0.39,0.0,0.57,0.0
24,0.1,97,0.04,0.458,0.5489999999999999,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.1,0.08,1.09,0.98,0.64,0.0,0.67,0.0,0.45,0.0
25,0.2,97,0.041,0.464,0.5579999999999999,-0.02,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.82,0.22,0.84,0.9,0.26,0.37,0.38,0.0,0.29,0.01
26,0.3,97,0.043,0.466,0.561,-0.023,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.9,0.18,0.88,0.99,0.19,0.0,0.62,0.0,0.56,0.0
27,0.4,97,0.035,0.46,0.544,-0.01,-0.003,0.82,0.0,0.0,1.86,0.0,0.0,0.0,0.59,0.08,0.0,1.76,0.87,0.98,0.0,0.0,0.15,0.0
28,1.6,196,-0.017,0.298,0.215,0.188,-0.158,1.59,3.01,1.53,2.08,0.0,1.16,0.0,0.0,0.0,0.0,0.73,0.56,0.0,0.86,0.43,1.36,0.2
29,2.4,196,0.364,0.052000000000000005,-0.004,-0.189,-0.08800000000000001,1.66,2.76,0.96,2.12,0.0,0.27,0.0,0.0,0.0,0.0,0.78,0.81,0.0,0.33,0.86,0.61,0.15
30,2.5,196,0.394,0.107,0.031,-0.197,-0.079,1.72,2.74,1.39,2.52,0.0,0.0,0.0,0.14,0.0,0.0,1.26,1.43,0.36,0.45,0.75,0.7,0.31
31,0.0,68,-0.066,0.151,0.107,0.179,-0.009000000000000001,0.33,0.0,1.42,0.74,0.31,0.0,0.32,0.05,0.0,0.0,0.13,0.0,0.0,0.54,0.53,1.0,0.0
32,0.1,68,-0.068,0.14800000000000002,0.112,0.179,-0.005,0.52,0.0,1.29,0.13,0.28,0.0,0.45,0.0,0.0,0.0,0.38,0.29,0.0,0.5,0.5,0.68,0.0
33,0.2,68,-0.065,0.146,0.112,0.17,-0.002,0.17,0.0,1.12,0.11,0.17,0.0,0.25,0.33,0.25,0.0,0.46,0.28,0.0,0.43,0.64,0.57,0.0
34,0.3,68,-0.065,0.154,0.119,0.171,0.001,0.48,0.0,1.18,0.18,0.19,0.0,0.06,0.45,0.23,0.0,0.34,0.16,0.0,0.58,0.72,0.87,0.0
35,0.4,68,-0.07,0.158,0.121,0.175,0.006,0.71,0.0,1.24,0.66,0.1,0.0,0.04,0.21,0.26,0.0,0.34,0.19,0.0,0.48,0.56,0.53,0.0
36,0.5,68,-0.081,0.163,0.116,0.18600000000000005,0.012,0.64,0.0,1.54,1.06,0.25,0.0,0.28,0.19,0.24,0.0,0.12,0.42,0.0,0.68,0.75,1.01,0.0
37,0.6,68,-0.09,0.18,0.132,0.189,0.015,0.41,0.0,1.01,1.48,0.32,0.0,0.31,0.0,0.37,0.03,0.0,0.0,0.0,0.52,0.59,0.53,0.0
38,0.7,68,-0.091,0.185,0.139,0.191,0.016,0.27,0.0,1.09,1.14,0.3,0.0,0.22,0.13,0.44,0.01,0.06,0.12,0.0,0.78,0.58,1.2,0.0
39,0.8,68,-0.091,0.203,0.147,0.19,0.024,0.15,0.0,1.02,1.13,0.41,0.0,0.09,0.19,0.57,0.0,0.17,0.03,0.0,0.6,0.57,1.26,0.0
40,0.9,68,-0.093,0.218,0.162,0.19,0.027000000000000003,0.27,0.06,1.04,0.79,0.26,0.0,0.02,0.37,0.77,0.0,0.14,0.61,0.0,0.72,0.61,1.9,0.0
41,1.0,68,-0.085,0.245,0.217,0.158,0.01,0.3,0.0,1.75,0.4,1.27,0.17,1.11,0.42,0.47,0.47,0.0,0.03,0.0,0.44,0.43,0.92,0.0
42,1.3,68,-0.122,0.28,0.247,0.159,-0.015,1.58,0.79,1.11,1.09,0.28,0.0,0.46,0.22,0.61,0.0,0.0,0.0,0.0,0.0,1.47,0.44,0.0
43,1.8,68,-0.258,0.204,0.149,0.396,0.029,0.58,1.18,0.39,3.0,0.0,0.0,0.0,0.15,0.0,0.0,0.51,0.65,0.0,0.16,0.36,0.01,0.0
44,1.9,68,-0.189,0.234,0.185,0.29,0.038,0.94,1.63,0.37,3.38,0.0,0.0,0.0,0.0,0.4,0.0,0.29,0.05,0.0,0.09,1.59,0.33,0.0
45,2.0,68,-0.129,0.215,0.17,0.189,0.06,1.5,1.57,0.23,2.56,0.24,0.0,0.0,0.11,0.43,0.0,0.0,0.0,0.0,0.18,1.45,0.46,0.0
46,2.1,68,-0.135,0.227,0.192,0.188,0.081,1.53,1.12,0.78,2.27,0.45,0.0,0.47,0.19,0.37,0.0,0.16,0.0,0.0,0.45,1.29,1.02,0.0
47,2.2,68,-0.136,0.202,0.166,0.188,0.08800000000000001,1.36,1.08,0.53,2.46,0.0,0.0,0.11,0.03,0.27,0.0,0.05,0.09,0.0,0.25,1.2,1.3,0.0
48,2.3,68,-0.141,0.212,0.16,0.19,0.096,1.25,0.9,0.39,2.18,0.21,0.0,0.11,0.2,0.17,0.0,0.0,0.0,0.0,0.07,1.43,1.35,0.0
49,2.4,68,-0.139,0.221,0.183,0.181,0.099,1.47,0.91,0.4,2.88,0.37,0.0,0.42,0.29,0.29,0.0,0.05,0.04,0.0,0.09,1.38,0.85,0.0
50,2.5,68,-0.139,0.215,0.177,0.175,0.09,0.51,0.46,0.66,2.09,0.62,0.0,0.7,0.23,0.24,0.0,0.04,0.11,0.0,0.28,1.42,1.57,0.0
51,2.6,68,-0.145,0.183,0.13,0.185,0.07400000000000001,0.63,0.39,0.29,2.14,0.32,0.0,0.49,0.0,0.12,0.0,0.18,0.17,0.0,0.06,1.23,1.51,0.0
52,2.7,68,-0.166,0.17800000000000002,0.146,0.215,0.077,0.72,0.01,0.37,1.68,0.0,0.0,0.26,0.0,0.15,0.0,0.16,0.0,0.0,0.43,0.73,0.9,0.0
53,0.0,182,0.28,0.11,0.095,-0.34700000000000003,-0.03,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.33,0.76,0.0,0.0,0.0,1.01,0.0,0.0,0.02,0.0
54,0.07,182,0.29100000000000004,0.124,0.11,-0.355,-0.045,0.03,0.0,0.0,0.39,0.0,0.0,0.0,0.31,0.47,0.28,0.0,0.0,1.2,0.0,0.0,0.39,0.0
55,0.14,182,0.307,0.117,0.092,-0.382,-0.058,0.0,0.0,0.0,1.26,0.0,0.1,0.0,0.98,0.35,0.19,0.0,0.0,0.98,0.0,0.0,0.49,0.0
56,0.211,182,0.304,0.101,0.073,-0.371,-0.07,0.45,0.21,0.0,1.25,0.0,0.0,0.0,0.69,0.39,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
57,0.281,182,0.289,0.098,0.07200000000000001,-0.34700000000000003,-0.071,0.16,0.0,0.0,0.37,0.0,0.0,0.0,0.52,0.42,0.0,0.0,0.0,1.11,0.0,0.09,0.44,0.0
58,0.35100000000000003,182,0.272,0.099,0.071,-0.325,-0.071,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.43,0.44,0.52,0.26,0.0,0.82,0.0,0.12,0.3,0.0
59,0.421,182,0.271,0.1,0.067,-0.328,-0.077,0.0,0.0,0.0,0.34,0.54,0.58,0.12,1.54,0.69,0.0,0.32,0.0,1.09,0.0,0.66,1.44,0.0
60,0.491,182,0.276,0.109,0.079,-0.348,-0.07200000000000001,0.0,0.0,0.19,0.85,1.38,1.54,0.46,2.7,0.98,0.0,0.31,0.0,0.99,0.0,2.25,1.75,0.0
61,0.561,182,0.293,0.114,0.105,-0.407,-0.061,0.0,0.0,0.52,3.74,1.62,1.68,0.6,1.66,1.0,0.0,0.1,0.0,0.65,0.0,2.76,1.6,0.0
62,0.632,182,0.341,0.134,0.096,-0.509,-0.048,0.24,0.0,0.54,3.35,1.96,0.74,0.6,1.19,0.84,0.0,0.25,0.0,1.11,0.0,3.56,0.0,0.0
63,0.7020000000000001,182,0.364,0.124,0.044,-0.54,-0.077,0.0,0.1,0.32,3.16,1.97,1.05,0.01,1.72,1.19,0.0,0.0,0.0,1.37,0.0,3.51,0.21,0.0
64,0.772,182,0.35200000000000004,0.073,-0.029,-0.501,-0.107,0.1,0.0,0.06,3.44,1.58,1.36,0.33,1.57,0.86,0.0,0.2,0.0,1.24,0.0,3.13,0.44,0.0
65,0.8420000000000001,182,0.321,0.08,-0.006,-0.446,-0.09,0.0,0.0,0.0,4.08,1.74,0.69,0.45,1.49,1.25,0.0,0.11,0.0,0.61,0.0,3.49,0.0,0.0
66,0.912,182,0.305,0.093,0.024,-0.405,-0.102,0.0,0.0,0.0,2.71,1.92,1.64,0.18,1.44,1.28,0.0,0.04,0.0,0.0,0.0,3.14,1.16,0.0
67,0.982,182,0.317,0.096,0.029,-0.411,-0.115,0.0,0.0,0.0,2.62,1.69,0.81,0.25,2.08,1.2,0.0,0.0,0.0,0.67,0.0,2.58,1.7,0.0
68,1.053,182,0.34,0.105,0.04,-0.42,-0.114,0.0,0.0,0.0,1.59,1.12,0.03,0.42,1.5,0.71,0.49,0.13,0.0,1.69,0.0,1.5,2.42,0.0
69,1.123,182,0.338,0.115,0.066,-0.403,-0.122,0.0,0.0,0.0,1.79,0.81,0.56,0.0,0.58,0.59,0.17,0.1,0.0,1.02,0.0,0.71,0.29,0.0
70,1.193,182,0.35100000000000003,0.103,0.057,-0.407,-0.14,0.0,0.0,0.0,1.35,0.6,0.81,0.0,0.23,0.65,0.0,0.0,0.0,1.29,0.0,0.51,1.1,0.0
71,1.263,182,0.35100000000000003,0.095,0.044,-0.392,-0.159,0.04,0.0,0.0,0.59,0.44,0.54,0.0,0.29,0.33,0.0,0.0,0.0,1.22,0.0,0.19,1.35,0.0
72,1.3330000000000002,182,0.361,0.101,0.059,-0.395,-0.182,0.15,0.0,0.0,1.19,0.43,1.51,0.0,0.2,0.58,0.0,0.0,0.0,1.5,0.0,0.03,0.37,0.0
73,1.825,182,0.147,0.032,0.003,0.051,-0.184,1.44,0.0,0.39,1.94,0.0,0.0,0.0,0.2,0.87,2.8,1.19,1.13,0.0,0.57,0.28,0.3,0.15
74,0.0,6,0.16399999999999998,0.122,0.05,-0.185,-0.117,0.0,0.0,1.39,0.0,0.0,0.1,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.56,0.0
75,0.13,6,0.153,0.131,0.065,-0.168,-0.124,0.0,0.0,1.29,0.0,0.0,0.21,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.77,0.0
76,0.261,6,0.15,0.12,0.047,-0.168,-0.127,0.0,0.0,1.39,0.0,0.0,0.1,0.84,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.69,0.72,0.0
77,0.391,6,0.149,0.121,0.047,-0.165,-0.128,0.0,0.0,1.81,0.0,0.0,0.14,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.14,0.0
78,0.522,6,0.13,0.064,-0.026,-0.139,-0.13,0.0,0.0,1.53,0.0,0.0,0.8,1.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,1.1,0.0
79,0.652,6,0.129,0.05,-0.051,-0.136,-0.136,0.0,0.0,1.93,0.0,0.05,0.81,0.95,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,1.11,0.0
80,0.7829999999999999,6,0.129,0.047,-0.056,-0.136,-0.138,0.0,0.0,1.72,0.0,0.0,1.12,1.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,1.36,0.0
81,0.913,6,0.126,0.037000000000000005,-0.07,-0.133,-0.123,0.0,0.0,1.51,0.0,0.0,1.07,0.79,0.0,0.0,0.0,0.43,0.0,0.0,0.09,0.0,1.03,0.0
82,1.043,6,0.128,0.032,-0.086,-0.135,-0.116,0.0,0.0,1.64,0.0,0.1,1.25,1.02,0.0,0.0,0.0,0.19,0.33,0.0,0.69,0.0,0.84,0.0
83,1.1740000000000002,6,0.129,0.063,-0.04,-0.139,-0.106,0.0,0.0,1.09,0.0,0.0,0.27,0.53,0.0,0.0,0.0,0.14,0.74,0.0,0.99,0.0,0.14,0.0
84,1.304,6,0.129,0.11,0.038,-0.15,-0.113,0.0,0.0,1.52,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.02,0.0,0.0,0.24,0.0,1.05,0.0
85,1.435,6,0.122,0.101,0.015,-0.133,-0.123,0.0,0.0,1.5,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.2,0.01,0.0,0.42,0.0,0.27,0.0
86,1.565,6,0.119,0.097,0.01,-0.127,-0.124,0.0,0.0,1.55,0.0,0.0,0.0,0.5,0.0,0.0,0.44,0.12,0.2,0.0,0.43,0.0,1.45,0.0
87,1.696,6,0.119,0.1,0.015,-0.128,-0.118,0.0,0.0,1.71,0.0,0.0,0.33,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.13,0.0
88,1.826,6,0.128,0.085,-0.004,-0.13699999999999998,-0.115,0.0,0.0,1.55,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,1.11,0.0
89,1.957,6,0.13699999999999998,0.084,-0.006,-0.147,-0.124,0.0,0.0,1.63,0.29,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,1.08,0.0
90,0.0,41,0.464,0.132,0.039,-0.544,-0.106,1.04,0.0,0.86,0.42,0.61,1.16,0.0,2.34,0.24,0.0,0.0,0.07,1.66,0.0,0.0,0.0,0.0
91,0.07,41,0.474,0.147,0.05,-0.55,-0.126,1.03,0.0,0.09,0.32,0.56,0.18,0.0,2.75,0.21,0.0,0.0,0.24,0.96,0.0,0.0,0.0,0.0
92,0.14,41,0.485,0.13,0.036000000000000004,-0.545,-0.147,0.92,0.0,0.1,0.37,0.42,0.14,0.0,2.56,0.02,0.0,0.0,0.69,2.27,0.0,0.0,0.0,0.0
93,0.211,41,0.491,0.106,-0.008,-0.536,-0.184,1.27,0.0,0.27,0.44,0.45,0.48,0.0,2.39,0.08,0.0,0.23,1.73,1.61,0.29,0.0,0.0,0.0
94,0.281,41,0.528,0.116,-0.022,-0.5589999999999999,-0.184,0.86,0.0,0.64,0.83,0.45,0.2,0.01,1.42,0.0,0.0,0.46,1.49,0.98,0.31,0.0,0.0,0.0
95,0.35100000000000003,41,0.565,0.204,0.035,-0.615,-0.123,1.53,0.0,0.11,1.72,0.56,0.08,0.2,2.04,0.0,0.0,0.78,0.84,1.21,0.0,0.0,0.0,0.0
96,0.421,41,0.5820000000000001,0.214,0.095,-0.6759999999999999,-0.084,1.94,0.49,0.16,2.06,0.12,1.07,0.11,1.37,0.0,0.47,0.74,1.3,2.31,0.0,0.0,0.0,0.0
97,0.491,41,0.477,0.234,0.119,-0.653,-0.076,1.37,0.25,0.0,0.91,0.0,0.53,0.16,1.53,0.0,1.46,1.35,2.44,1.79,0.41,0.0,0.0,0.0
98,0.8,7,-0.444,0.184,0.166,0.551,-0.095,1.12,0.0,0.52,2.38,0.0,1.07,0.11,0.0,0.0,0.0,0.0,0.62,0.0,0.45,0.0,0.94,0.0
99,0.9,7,-0.467,0.159,0.122,0.583,-0.034,1.21,0.0,1.32,2.61,0.12,0.77,0.32,0.0,0.0,0.0,0.52,0.23,0.12,0.12,0.16,1.41,0.0
100,1.0,7,-0.451,0.209,0.193,0.5579999999999999,-0.063,0.84,0.0,0.29,1.98,0.0,0.42,0.0,0.0,0.0,0.0,0.2,1.66,0.0,0.51,0.0,1.12,0.0
101,1.1,7,-0.457,0.211,0.197,0.57,-0.048,0.52,0.04,0.07,1.0,0.0,0.58,0.0,0.07,0.0,0.0,0.41,2.01,0.0,0.9,0.0,0.0,0.0
102,1.2,7,-0.447,0.25,0.27,0.557,-0.1,0.56,0.27,0.0,0.13,0.07,0.0,0.0,0.14,0.0,0.0,0.0,1.97,0.18,1.25,0.0,0.04,0.0
103,1.4,7,-0.466,0.287,0.332,0.5760000000000001,-0.123,0.71,0.0,0.15,0.23,0.05,0.0,0.0,0.51,0.0,0.0,0.39,1.98,0.24,0.78,0.0,0.0,0.0
104,1.5,7,-0.489,0.281,0.318,0.606,-0.081,1.29,0.0,0.01,0.0,0.0,0.0,0.0,0.48,0.47,0.55,0.38,1.85,0.0,0.61,0.0,0.0,0.0
105,1.6,7,-0.468,0.27,0.298,0.5820000000000001,-0.08199999999999999,1.15,0.0,0.73,1.66,0.0,0.17,0.0,0.15,0.0,0.0,0.08,0.47,0.0,0.09,0.0,0.82,0.0
106,1.9,7,-0.13,0.292,0.325,0.079,0.077,1.64,0.18,0.0,1.1,0.21,0.0,0.0,0.0,0.0,0.54,0.5,0.98,0.97,0.35,0.0,0.0,0.0
107,1.32,55,-0.197,0.322,0.373,0.373,-0.192,0.05,0.0,0.75,0.88,0.78,0.57,1.12,1.29,0.41,1.36,1.23,0.42,0.0,0.0,1.15,1.88,0.0
108,1.38,55,-0.113,0.277,0.316,0.239,-0.168,0.26,0.0,1.16,0.32,0.49,0.67,0.35,1.12,0.5,1.78,0.77,0.0,0.0,0.0,1.51,2.28,0.03
109,1.44,55,-0.033,0.25,0.287,0.117,-0.153,0.84,0.0,0.76,0.15,0.9,0.05,0.58,1.25,0.15,0.39,0.39,0.0,0.09,0.02,1.11,0.66,0.3
110,1.5,55,-0.039,0.205,0.222,0.12,-0.14800000000000002,2.49,0.74,1.01,0.26,1.33,0.47,0.56,1.07,0.26,0.61,0.0,0.0,0.54,0.0,1.51,1.4,0.3
111,1.62,55,-0.199,0.133,0.109,0.359,-0.151,0.93,0.0,0.07,0.35,0.58,0.54,0.57,1.09,0.61,1.67,0.96,0.87,0.0,0.0,1.1,1.98,0.53
112,1.74,55,-0.306,0.084,0.017,0.516,-0.183,1.62,0.0,0.19,1.16,0.0,0.0,0.82,0.75,0.14,0.35,0.98,0.0,0.0,0.0,0.51,0.75,0.0
113,1.8,55,-0.35,0.067,-0.015,0.594,-0.187,1.66,0.0,0.88,1.33,0.16,0.0,1.29,0.11,0.0,2.05,1.57,2.08,0.0,0.0,0.05,0.0,0.49
114,3.0,55,0.416,0.188,0.17800000000000002,-0.332,-0.241,0.96,0.0,0.04,0.41,1.54,0.22,0.28,1.28,1.19,0.97,0.89,0.74,0.04,0.0,1.17,0.92,0.21
115,3.42,55,0.086,0.096,0.075,0.064,-0.166,0.61,0.18,0.83,0.0,0.56,0.0,0.59,1.93,0.8,2.26,0.54,0.31,0.0,0.0,1.32,2.72,0.33
116,3.9,55,-0.034,-0.015,-0.07,0.161,-0.187,0.73,0.31,0.79,0.0,0.33,1.95,0.66,0.89,0.59,1.3,0.38,0.25,0.0,0.0,1.01,2.36,0.33
117,4.2,55,-0.14300000000000002,0.132,0.073,0.34,-0.1,2.93,0.48,0.75,1.8,0.2,0.53,2.14,2.25,0.0,4.42,4.27,1.92,0.0,5.0,0.44,0.0,0.0
118,4.32,55,-0.198,0.141,0.099,0.342,-0.094,0.1,0.0,0.32,0.0,0.0,0.0,0.25,0.66,0.0,0.36,1.38,0.87,0.0,0.0,0.0,1.5,0.18
119,4.38,55,0.04,0.251,0.254,0.044,-0.104,1.05,0.0,1.55,2.78,1.1,0.62,0.44,0.42,0.33,2.93,0.03,0.0,0.0,0.0,0.08,1.32,0.0
120,4.38,55,-0.227,0.191,0.151,0.389,-0.157,0.28,0.0,0.62,0.0,0.0,0.0,0.48,0.96,0.0,0.36,1.79,1.73,0.0,0.0,0.0,2.71,0.62
121,4.44,55,-0.233,0.238,0.219,0.397,-0.211,0.27,0.0,0.84,0.0,0.0,0.0,0.56,1.09,0.0,1.2,1.59,1.42,0.0,0.0,0.51,2.27,0.66
122,4.5,55,-0.245,0.272,0.269,0.423,-0.244,0.59,0.04,0.67,0.68,0.0,0.0,0.8,1.46,0.0,0.74,1.75,1.19,0.0,0.0,0.92,2.32,0.4
123,4.56,55,-0.255,0.284,0.29100000000000004,0.44,-0.267,0.99,0.17,0.56,0.97,0.27,0.0,0.45,1.41,0.15,1.37,1.56,0.46,0.0,0.0,1.32,1.56,0.36
124,4.62,55,0.179,0.327,0.317,-0.162,-0.095,1.11,0.0,0.0,0.0,1.45,0.0,0.49,1.9,1.61,2.17,0.55,0.55,0.07,0.03,0.54,0.45,1.08
125,4.62,55,-0.248,0.281,0.287,0.433,-0.279,0.79,0.0,0.84,0.47,0.37,0.0,0.5,1.67,0.42,0.98,1.48,0.33,0.0,0.0,1.34,2.31,0.55
126,4.68,55,-0.244,0.289,0.304,0.4370000000000001,-0.311,0.74,0.0,0.27,1.28,0.65,0.0,0.29,1.82,0.85,1.21,1.44,0.0,0.0,0.0,1.54,1.96,0.24
127,4.74,55,-0.25,0.298,0.317,0.451,-0.32299999999999995,0.47,0.0,0.48,1.25,0.7,0.0,0.67,1.89,0.86,1.03,1.14,0.0,0.0,0.0,1.74,2.19,0.36
128,0.0,69,0.192,0.199,0.14800000000000002,-0.066,0.001,1.37,0.0,0.55,0.0,1.06,0.0,0.0,0.95,1.32,2.35,0.0,0.88,0.82,0.0,0.26,0.06,0.03
129,0.12,69,0.203,0.327,0.244,-0.07400000000000001,0.009000000000000001,2.2,0.0,0.8,0.0,0.85,0.16,0.0,1.26,0.89,2.74,0.0,1.93,2.91,0.9,0.0,1.43,0.51
130,0.24,69,0.228,0.401,0.335,-0.099,0.021,2.63,0.0,0.26,0.0,1.3,0.0,0.0,1.52,1.35,3.51,0.0,2.08,3.59,0.1,0.32,0.51,1.04
131,0.36,69,0.264,0.428,0.414,-0.095,0.015,2.35,0.0,0.5,0.0,1.04,0.22,0.2,1.37,1.27,4.12,0.0,2.36,2.85,0.0,0.0,1.58,0.65
132,0.48,69,0.204,0.487,0.416,-0.086,0.042,2.45,0.0,0.02,0.0,0.94,0.0,0.0,1.57,1.35,3.65,0.0,1.72,2.04,0.0,0.88,0.39,0.19
133,0.96,69,0.163,0.384,0.218,-0.163,0.253,2.49,1.4,0.7,2.14,0.45,0.0,0.39,0.0,0.0,0.0,2.25,3.27,0.0,1.9,0.0,5.0,0.0
134,1.08,69,0.13699999999999998,0.381,0.236,-0.202,0.247,2.69,0.61,0.79,1.71,0.82,0.0,0.87,0.71,0.0,0.0,1.95,3.16,0.0,1.27,0.0,1.67,0.0
135,1.2,69,0.126,0.464,0.325,-0.163,0.28300000000000003,2.77,0.86,0.93,1.42,1.07,0.0,0.48,1.59,0.0,1.41,0.88,3.01,0.77,0.4,0.33,1.67,0.0
136,1.32,69,0.119,0.42,0.35,-0.14300000000000002,0.301,3.12,1.17,1.35,0.38,1.1,0.0,0.63,2.2,0.04,1.59,0.39,2.79,1.57,0.21,1.19,0.96,0.0
137,1.44,69,0.134,0.389,0.266,-0.156,0.31,2.83,0.78,1.56,1.14,1.1,0.0,0.29,1.9,0.22,1.44,1.55,3.1,0.23,0.29,0.76,2.59,0.0
