,timestamp,face_id,video,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
1258,0.7020000000000001,0,219,0.275,0.16699999999999998,0.14300000000000002,-0.289,0.289,1.2,0.63,1.88,1.65,0.19,0.46,0.0,0.98,0.0,0.58,0.8,2.01,0.0,0.37,0.0,0.0,0.0
1259,0.772,0,219,0.275,0.16,0.136,-0.29,0.29,1.79,1.04,2.46,1.81,0.36,0.55,0.0,1.13,0.0,0.81,0.76,1.76,0.08,0.07,0.0,0.0,0.0
1260,0.8420000000000001,0,219,0.275,0.161,0.133,-0.29100000000000004,0.28600000000000003,2.23,1.01,2.23,1.42,0.23,0.45,0.0,1.48,0.0,0.24,1.05,2.36,0.03,0.08,0.0,0.0,0.0
1261,0.912,0,219,0.276,0.156,0.126,-0.292,0.28300000000000003,1.79,1.15,1.96,1.79,0.31,0.38,0.0,1.36,0.0,0.56,0.62,1.98,0.02,0.17,0.0,0.0,0.0
1262,0.982,0,219,0.273,0.157,0.129,-0.28800000000000003,0.285,2.08,0.93,1.67,1.28,0.11,0.61,0.0,0.98,0.0,0.33,1.19,1.81,0.0,0.31,0.0,0.0,0.0
1263,1.053,0,219,0.273,0.159,0.135,-0.289,0.29,2.0,1.17,1.64,1.42,0.2,0.54,0.0,1.45,0.0,0.79,1.03,2.23,0.0,0.17,0.0,0.0,0.0
1264,1.123,0,219,0.272,0.16,0.135,-0.28800000000000003,0.292,1.37,0.85,1.94,1.44,0.21,0.0,0.0,1.44,0.0,0.6,0.71,1.81,0.0,0.48,0.0,0.0,0.0
1265,1.193,0,219,0.273,0.156,0.132,-0.29,0.292,1.64,0.53,1.55,1.28,0.22,0.26,0.0,1.03,0.0,0.42,0.65,1.78,0.23,0.44,0.0,0.0,0.0
1266,1.263,0,219,0.272,0.156,0.132,-0.289,0.29,1.11,0.5,1.76,1.1,0.1,0.43,0.0,0.9,0.0,0.27,0.96,1.83,0.15,0.57,0.0,0.04,0.0
1267,1.3330000000000002,0,219,0.272,0.152,0.125,-0.29100000000000004,0.28800000000000003,2.19,1.42,1.69,1.19,0.04,0.42,0.0,1.05,0.0,0.0,0.76,2.1,0.0,0.37,0.0,0.0,0.0
1268,1.4040000000000001,0,219,0.272,0.154,0.127,-0.29,0.287,1.59,0.81,2.09,0.91,0.33,0.29,0.0,0.87,0.0,0.03,0.93,2.04,0.0,0.56,0.0,0.0,0.0
1269,1.474,0,219,0.272,0.156,0.13,-0.289,0.28800000000000003,1.69,0.94,2.0,0.88,0.2,0.74,0.0,0.64,0.07,0.37,0.75,1.8,0.09,0.24,0.0,0.0,0.0
1270,1.544,0,219,0.272,0.153,0.127,-0.29,0.28600000000000003,1.55,0.94,1.62,1.11,0.07,0.37,0.0,0.81,0.0,0.0,1.14,1.72,0.38,0.32,0.03,0.0,0.0
1271,1.614,0,219,0.271,0.152,0.127,-0.28800000000000003,0.289,1.6,0.94,1.34,1.9,0.29,0.27,0.0,0.87,0.0,0.24,0.87,1.87,0.2,0.16,0.0,0.28,0.0
1272,1.6840000000000002,0,219,0.272,0.154,0.128,-0.29,0.287,1.35,1.01,1.75,1.34,0.15,0.0,0.0,0.93,0.0,0.92,1.14,2.02,0.12,0.4,0.0,0.0,0.0
1273,1.754,0,219,0.272,0.153,0.126,-0.28800000000000003,0.287,1.98,0.92,1.46,1.51,0.0,0.28,0.0,0.96,0.0,0.13,0.67,1.95,0.27,0.57,0.0,0.0,0.0
1274,1.825,0,219,0.27,0.155,0.127,-0.287,0.289,1.44,0.67,1.59,0.71,0.3,0.1,0.0,1.2,0.0,0.0,0.95,2.13,0.39,0.19,0.0,0.0,0.0
1275,1.895,0,219,0.27,0.153,0.126,-0.287,0.28800000000000003,1.8,1.04,1.73,1.26,0.0,0.0,0.0,1.23,0.0,0.21,0.56,1.55,0.0,0.02,0.0,0.0,0.0
1276,1.965,0,219,0.271,0.152,0.125,-0.28800000000000003,0.29,1.71,0.99,1.77,1.12,0.09,0.0,0.0,0.67,0.0,0.0,0.58,1.73,0.39,0.19,0.0,0.0,0.0
1277,2.035,0,219,0.272,0.14800000000000002,0.11900000000000001,-0.289,0.287,1.3,0.86,1.79,1.2,0.36,0.0,0.0,0.53,0.0,0.0,0.94,1.96,0.16,0.35,0.0,0.0,0.0
1278,0.0,0,231,0.23,0.128,0.075,-0.321,-0.184,0.0,0.0,0.0,0.55,0.0,0.27,0.02,0.56,0.22,0.0,0.48,0.41,0.08,0.0,0.0,0.28,0.0
1279,0.1,0,231,0.235,0.126,0.079,-0.308,-0.233,0.05,0.0,0.0,0.94,0.0,0.0,0.28,0.83,0.0,0.0,1.02,0.33,0.0,0.0,0.15,0.1,0.0
1280,0.2,0,231,0.23199999999999998,0.121,0.077,-0.299,-0.254,0.0,0.0,0.0,0.52,0.0,0.0,0.53,0.83,0.0,0.0,0.81,0.21,0.0,0.0,0.48,0.84,0.0
1281,0.3,0,231,0.23600000000000002,0.128,0.08199999999999999,-0.303,-0.258,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.89,0.01,0.0,1.07,0.35,0.0,0.0,0.84,1.28,0.0
1282,0.4,0,231,0.23399999999999999,0.129,0.085,-0.301,-0.259,0.0,0.0,0.0,0.14,0.0,0.05,0.38,0.68,0.0,0.0,0.99,0.42,0.0,0.0,1.07,1.45,0.0
1283,0.5,0,231,0.239,0.134,0.094,-0.309,-0.256,0.0,0.0,0.0,0.25,0.0,0.0,0.49,0.68,0.0,0.0,1.04,0.53,0.0,0.0,1.18,1.42,0.0
1284,0.6,0,231,0.245,0.139,0.1,-0.322,-0.249,0.0,0.0,0.0,0.11,0.0,0.0,0.39,1.06,0.0,0.0,0.94,0.4,0.0,0.0,1.45,1.33,0.0
1285,0.7,0,231,0.256,0.147,0.11199999999999999,-0.34,-0.24,0.0,0.0,0.31,0.0,0.0,0.0,0.37,1.08,0.07,0.0,0.79,0.12,0.0,0.0,1.45,1.63,0.0
1286,0.8,0,231,0.259,0.147,0.114,-0.34299999999999997,-0.237,0.0,0.0,0.29,0.0,0.05,0.27,0.85,0.99,0.07,0.0,0.64,0.4,0.0,0.0,1.58,1.69,0.0
1287,0.9,0,231,0.258,0.147,0.109,-0.341,-0.235,0.0,0.0,0.63,0.04,0.14,0.0,0.8,1.08,0.0,0.0,0.54,0.28,0.0,0.0,1.72,1.78,0.0
1288,1.0,0,231,0.263,0.14800000000000002,0.106,-0.348,-0.233,0.0,0.0,0.66,0.0,0.22,0.0,0.4,1.43,0.32,0.0,0.69,0.42,0.0,0.0,1.64,1.36,0.0
1289,1.1,0,231,0.264,0.147,0.109,-0.349,-0.235,0.0,0.0,0.45,0.0,0.22,0.46,0.57,1.39,0.25,0.0,0.59,0.19,0.16,0.0,1.68,1.99,0.0
1290,0.0,0,225,0.45,0.298,0.37,-0.44299999999999995,0.10099999999999999,0.37,1.16,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.02,0.0
1291,0.0,1,225,-0.249,0.23600000000000002,0.255,0.18,-0.128,1.62,0.54,0.0,2.04,0.0,0.32,0.0,0.0,0.16,0.0,0.09,0.0,0.0,0.0,0.77,0.0,0.0
1292,0.0,2,225,-0.08800000000000001,0.158,0.135,0.158,-0.064,0.03,0.69,0.0,2.2,0.0,0.14,0.0,0.0,0.15,0.0,0.88,0.03,0.11,0.0,0.74,1.71,0.01
1293,0.1,0,225,0.447,0.322,0.40700000000000003,-0.433,0.121,0.26,0.9,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.25,0.25,1.0,0.0
1294,0.1,1,225,-0.22699999999999998,0.253,0.271,0.154,-0.149,1.72,0.63,0.0,2.1,0.0,0.97,0.06,0.32,0.43,0.0,0.24,0.0,0.0,0.0,0.66,0.0,0.0
1295,0.1,2,225,-0.087,0.171,0.154,0.155,-0.055999999999999994,0.12,0.74,0.0,2.72,0.0,0.41,0.0,0.0,0.22,0.0,0.88,0.0,0.38,0.0,1.34,1.89,0.32
1296,0.2,0,225,0.435,0.33899999999999997,0.431,-0.41200000000000003,0.124,0.36,0.83,0.0,1.04,0.0,0.27,0.0,0.0,0.0,0.25,0.18,0.0,0.0,0.2,0.32,0.75,0.0
1297,0.2,1,225,-0.231,0.258,0.282,0.163,-0.171,2.18,0.94,0.0,1.61,0.0,1.05,0.0,0.01,0.07,0.0,0.46,0.0,0.0,0.0,0.57,0.0,0.0
1298,0.2,2,225,-0.079,0.16399999999999998,0.15,0.141,-0.057,0.0,0.11,0.06,2.48,0.0,0.0,0.0,0.0,0.15,0.0,0.7,0.0,0.0,0.0,1.51,2.5,0.26
1299,0.3,0,225,0.418,0.364,0.466,-0.377,0.135,0.32,0.95,0.0,1.22,0.0,0.15,0.0,0.0,0.0,0.3,0.28,0.0,0.08,0.1,0.51,1.12,0.0
1301,0.3,2,225,-0.079,0.153,0.13,0.15,-0.08199999999999999,0.14,0.0,0.0,2.31,0.11,0.68,0.0,0.0,0.05,0.0,0.89,0.0,0.0,0.0,1.35,2.37,0.04
1302,0.4,0,225,0.409,0.377,0.486,-0.35700000000000004,0.13,0.69,0.86,0.0,1.26,0.0,0.25,0.0,0.0,0.0,0.18,0.15,0.0,0.07,0.23,0.43,0.64,0.0
1304,0.4,2,225,-0.073,0.174,0.17300000000000001,0.138,-0.084,0.14,0.38,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.16,0.0,0.98,1.84,0.0
1305,0.5,0,225,0.397,0.38299999999999995,0.49700000000000005,-0.337,0.122,0.48,0.89,0.0,0.78,0.0,0.15,0.0,0.0,0.0,0.24,0.0,0.0,0.2,0.3,0.27,0.81,0.0
1307,0.5,2,225,-0.05,0.214,0.235,0.09699999999999999,-0.084,0.89,1.69,0.0,2.89,0.0,0.0,0.0,0.0,0.09,0.0,0.77,0.0,0.64,0.0,0.82,1.36,0.0
1308,0.6,0,225,0.38299999999999995,0.39399999999999996,0.514,-0.311,0.115,0.89,0.94,0.0,0.71,0.0,1.02,0.17,0.0,0.0,0.39,0.12,0.0,0.03,0.25,0.25,0.89,0.0
1310,0.6,2,225,-0.039,0.244,0.281,0.081,-0.087,0.7,1.72,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.88,0.0,0.92,1.37,0.0
1311,0.7,0,225,0.377,0.402,0.529,-0.298,0.113,1.26,0.91,0.0,0.29,0.0,0.06,0.0,0.0,0.0,0.51,0.0,0.0,0.04,0.16,0.18,1.23,0.0
1313,0.7,2,225,-0.040999999999999995,0.221,0.251,0.084,-0.078,0.51,1.26,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.77,0.0,0.96,1.48,0.0
1314,0.8,0,225,0.384,0.39899999999999997,0.531,-0.31,0.127,1.34,1.02,0.0,0.56,0.0,0.0,0.0,0.0,0.01,0.23,0.0,0.0,0.0,0.28,0.0,0.59,0.0
1316,0.8,2,225,-0.018000000000000002,0.14,0.133,0.059000000000000004,-0.061,0.08,0.55,0.0,2.78,0.0,0.0,0.0,0.0,0.06,0.0,1.04,0.0,0.69,0.0,1.05,2.09,0.0
1317,0.9,0,225,0.395,0.381,0.51,-0.33299999999999996,0.142,0.99,0.91,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.32,0.0,0.4,0.0
1318,0.9,2,225,-0.025,0.092,0.055,0.073,-0.048,0.1,0.0,0.0,2.39,0.03,0.0,0.0,0.0,0.32,0.0,1.06,0.0,0.18,0.0,1.0,1.36,0.69
1319,1.0,0,225,0.41200000000000003,0.373,0.503,-0.36,0.16399999999999998,0.83,1.02,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.16,0.11,0.53,0.0
1321,1.1,0,225,0.43799999999999994,0.353,0.479,-0.401,0.177,0.57,1.23,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.96,0.07,0.0,0.32,0.15,0.1,0.68,0.0
1322,1.1,2,225,0.034,0.004,-0.057,-0.013999999999999999,-0.017,0.14,0.0,0.0,2.53,0.31,0.0,0.0,0.0,0.22,0.0,0.62,0.0,0.0,0.18,0.43,0.53,0.72
1323,1.2,0,225,0.45899999999999996,0.319,0.43,-0.436,0.166,0.8,1.44,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.05,0.0,0.03,0.71,0.0
1324,1.2,2,225,0.032,-0.043,-0.122,-0.012,-0.024,0.0,0.0,0.0,2.66,0.01,0.0,0.0,0.0,0.15,0.0,0.58,0.0,0.35,0.39,0.51,0.72,0.69
1325,1.3,0,225,0.479,0.29600000000000004,0.396,-0.46799999999999997,0.157,0.63,1.3,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.23,0.0,0.0,0.81,0.0
1326,1.3,2,225,0.040999999999999995,-0.076,-0.168,-0.024,-0.042,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.0,0.09,0.0,0.63,0.0,0.41,0.34,0.04,0.0,0.68
1327,1.4,0,225,0.498,0.298,0.396,-0.49200000000000005,0.155,0.71,1.55,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.04,0.67,0.0
1328,1.4,2,225,0.042,-0.019,-0.098,-0.028999999999999998,-0.063,0.26,0.0,0.0,2.36,0.0,0.0,0.0,0.0,0.04,0.0,0.8,0.0,0.24,0.22,0.22,0.21,0.32
1329,1.5,0,225,0.512,0.318,0.41700000000000004,-0.508,0.172,0.8,1.47,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.22,0.0,0.22,0.75,0.0
1330,1.5,2,225,0.031,0.065,0.015,-0.015,-0.068,0.0,0.1,0.0,2.31,0.0,0.68,0.0,0.0,0.19,0.0,0.98,0.0,0.5,0.19,0.63,0.79,0.07
1331,1.6,0,225,0.518,0.34,0.446,-0.511,0.187,0.83,1.59,0.0,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.18,0.63,0.0
1332,1.6,2,225,0.025,0.10300000000000001,0.062,-0.006999999999999999,-0.07,0.0,0.0,0.0,2.33,0.0,0.41,0.0,0.0,0.06,0.0,1.31,0.38,0.67,0.0,0.51,0.86,0.02
1333,1.7,0,225,0.522,0.336,0.442,-0.52,0.18600000000000003,0.8,1.62,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.01,0.22,0.69,0.0
1334,1.7,2,225,0.02,0.106,0.064,-0.0,-0.071,0.0,0.0,0.0,2.41,0.0,0.49,0.0,0.0,0.04,0.0,1.33,0.08,0.44,0.04,0.7,1.25,0.07
1336,0.0,1,91,0.025,-0.071,-0.136,0.11599999999999999,0.023,0.93,0.07,0.0,0.41,1.48,0.78,0.61,1.38,1.08,0.26,0.21,0.0,0.0,0.0,2.08,3.04,0.12
1338,0.13,0,91,-0.359,0.207,0.165,0.48100000000000004,-0.14300000000000002,1.67,0.62,0.0,0.06,0.0,0.0,0.29,0.38,0.09,0.83,1.22,1.49,0.0,0.3,0.56,1.35,0.33
1339,0.13,1,91,0.008,-0.061,-0.128,0.138,0.040999999999999995,0.7,0.0,0.0,0.19,1.57,1.84,0.82,1.31,1.23,0.47,0.2,0.0,0.0,0.0,2.26,2.1,0.02
1341,0.261,0,91,-0.402,0.2,0.133,0.551,-0.11,1.92,0.77,0.32,0.21,0.0,0.09,0.51,0.83,0.0,0.97,2.02,1.68,0.0,0.13,0.0,0.45,0.38
1342,0.261,1,91,0.012,-0.055,-0.11800000000000001,0.129,0.053,0.58,0.01,0.0,0.3,1.53,1.3,0.55,1.62,1.43,0.42,0.35,0.0,0.0,0.0,2.3,2.41,0.1
1344,0.391,0,91,-0.435,0.17300000000000001,0.08199999999999999,0.597,-0.046,1.69,0.51,0.56,0.0,0.0,0.05,0.68,1.41,0.0,0.88,3.21,1.76,0.0,0.0,0.0,0.69,0.08
1345,0.391,1,91,0.011000000000000001,-0.054000000000000006,-0.11699999999999999,0.128,0.071,0.87,0.12,0.0,0.0,1.53,1.22,0.65,1.83,1.19,0.0,0.29,0.0,0.0,0.0,2.22,2.34,0.04
1347,0.522,0,91,-0.434,0.149,0.049,0.591,-0.006,1.53,0.49,0.31,0.0,0.0,0.0,0.29,1.24,0.0,0.0,3.22,0.94,0.0,0.0,0.0,0.0,0.02
1348,0.522,1,91,0.01,-0.055999999999999994,-0.124,0.134,0.085,0.72,0.0,0.0,0.0,1.5,0.81,0.65,1.85,1.34,0.17,0.45,0.0,0.0,0.0,2.14,2.58,0.16
1350,0.652,0,91,-0.43700000000000006,0.134,0.031,0.59,0.013999999999999999,1.61,0.5,0.53,0.01,0.0,0.26,0.32,1.25,0.0,0.03,2.76,0.09,0.0,0.0,0.0,0.31,0.0
1351,0.652,1,91,0.022000000000000002,-0.059000000000000004,-0.126,0.11599999999999999,0.10300000000000001,0.69,0.0,0.0,0.13,1.67,1.76,0.9,1.65,1.15,0.61,0.64,0.0,0.0,0.0,1.97,2.71,0.12
1353,0.7829999999999999,0,91,-0.44,0.132,0.027000000000000003,0.594,0.023,1.39,0.12,0.6,0.04,0.0,0.0,0.42,1.35,0.0,0.34,3.11,0.7,0.0,0.0,0.0,0.0,0.17
1354,0.7829999999999999,1,91,0.023,-0.037000000000000005,-0.087,0.113,0.08800000000000001,0.37,0.0,0.39,0.0,1.35,0.83,0.19,0.96,0.64,0.0,0.09,0.0,0.0,0.0,0.73,1.98,0.0
1355,0.9129999999999999,0,91,-0.436,0.131,0.027000000000000003,0.586,0.022000000000000002,1.59,0.46,0.59,0.03,0.0,0.0,0.41,1.18,0.0,0.12,2.78,0.47,0.0,0.0,0.0,0.0,0.12
1356,0.9129999999999999,1,91,0.039,-0.051,-0.102,0.1,0.08,0.71,0.04,0.0,0.05,1.67,1.32,0.43,1.52,1.55,0.82,0.17,0.0,0.0,0.08,1.73,2.14,0.19
1357,1.043,0,91,-0.436,0.136,0.028999999999999998,0.588,0.019,1.52,0.38,0.6,0.31,0.0,0.0,0.41,1.13,0.0,0.0,3.06,0.64,0.0,0.0,0.0,0.58,0.05
1358,1.043,1,91,0.048,-0.092,-0.154,0.081,0.068,1.32,0.11,0.0,0.41,1.44,1.45,0.99,1.35,1.14,0.5,0.17,0.0,0.0,0.0,1.62,1.41,0.0
1360,1.1740000000000002,0,91,-0.434,0.138,0.032,0.586,0.019,1.29,0.34,0.61,0.0,0.0,0.31,0.39,1.65,0.0,0.0,3.22,0.71,0.0,0.24,0.0,0.38,0.17
1361,1.1740000000000002,1,91,0.044000000000000004,-0.091,-0.158,0.086,0.064,1.11,0.27,0.21,0.52,1.55,1.26,0.85,1.67,1.24,0.53,0.15,0.0,0.0,0.01,1.89,1.96,0.0
1363,1.304,0,91,-0.434,0.135,0.03,0.586,0.016,1.41,0.19,1.05,0.0,0.0,0.48,0.37,1.67,0.0,0.0,3.0,0.6,0.0,0.14,0.0,0.0,0.05
1364,1.304,1,91,0.04,-0.07400000000000001,-0.139,0.09699999999999999,0.067,0.88,0.11,0.0,0.0,1.83,0.55,0.87,1.66,1.12,0.72,0.44,0.0,0.0,0.0,2.06,2.15,0.16
1366,1.435,0,91,-0.43200000000000005,0.133,0.027999999999999997,0.583,0.017,1.62,0.52,0.52,0.0,0.0,0.0,0.2,2.03,0.0,0.17,2.85,0.97,0.0,0.0,0.0,0.0,0.09
1367,1.435,1,91,0.047,-0.067,-0.133,0.08900000000000001,0.071,1.29,0.47,0.17,0.0,1.72,0.88,1.04,1.76,1.16,0.38,0.27,0.0,0.0,0.25,2.39,1.99,0.13
1369,1.565,0,91,-0.428,0.129,0.027000000000000003,0.5770000000000001,0.019,1.54,0.26,1.15,0.0,0.0,0.0,0.24,1.32,0.0,0.0,3.07,0.53,0.0,0.09,0.0,0.0,0.08
1370,1.565,1,91,0.052000000000000005,-0.073,-0.142,0.086,0.065,1.24,0.15,0.09,0.29,1.94,1.29,1.1,2.07,1.22,0.0,0.0,0.0,0.0,0.0,2.79,2.67,0.15
1372,1.696,0,91,-0.431,0.129,0.027000000000000003,0.583,0.021,1.5,0.52,1.01,0.0,0.0,0.37,0.21,1.43,0.0,0.0,3.22,0.62,0.0,0.0,0.0,0.0,0.17
1373,1.696,1,91,0.057999999999999996,-0.085,-0.154,0.076,0.06,1.35,0.28,0.08,0.37,2.02,1.59,0.98,2.04,1.57,0.65,0.0,0.0,0.0,0.07,2.86,2.47,0.04
1375,1.8259999999999998,0,91,-0.429,0.136,0.034,0.578,0.023,1.58,0.34,0.92,0.0,0.0,0.06,0.25,1.12,0.0,0.34,2.49,0.66,0.0,0.21,0.0,0.52,0.27
1376,1.8259999999999998,1,91,0.064,-0.086,-0.158,0.064,0.078,1.18,0.0,0.13,0.25,1.98,1.85,0.89,1.85,1.47,0.21,0.01,0.0,0.0,0.0,3.19,2.48,0.04
1377,1.9569999999999999,0,91,-0.429,0.133,0.032,0.579,0.022000000000000002,1.94,0.76,1.01,0.14,0.0,0.01,0.21,1.43,0.0,0.0,2.49,0.2,0.0,0.0,0.0,0.41,0.19
1378,1.9569999999999999,1,91,0.10300000000000001,-0.12,-0.21100000000000002,-0.005,0.1,0.91,0.0,0.08,0.22,2.02,1.81,1.28,1.86,1.27,0.0,0.05,0.0,0.18,0.0,2.73,2.66,0.46
1379,2.0869999999999997,0,91,-0.43,0.135,0.032,0.579,0.023,1.83,0.62,1.07,0.31,0.0,0.37,0.23,1.39,0.0,0.0,2.85,0.28,0.0,0.03,0.0,0.82,0.23
1382,2.217,0,91,-0.43,0.135,0.037000000000000005,0.58,0.022000000000000002,1.77,0.45,0.75,0.12,0.0,0.0,0.11,1.22,0.0,0.11,2.92,0.41,0.0,0.0,0.0,0.18,0.17
1385,2.3480000000000003,0,91,-0.429,0.136,0.034,0.5770000000000001,0.021,1.89,0.43,0.87,0.0,0.0,0.0,0.07,1.15,0.0,0.0,2.47,0.75,0.0,0.0,0.0,0.19,0.19
1388,2.478,0,91,-0.434,0.13699999999999998,0.034,0.5820000000000001,0.023,1.13,0.23,0.73,0.0,0.0,0.0,0.24,1.3,0.0,0.0,2.95,0.71,0.0,0.07,0.0,0.0,0.12
1391,2.609,0,91,-0.433,0.139,0.033,0.581,0.024,1.51,0.66,0.75,0.34,0.0,0.0,0.23,1.18,0.0,0.11,2.45,0.6,0.0,0.0,0.0,0.22,0.27
1394,2.739,0,91,-0.431,0.14300000000000002,0.038,0.579,0.025,1.46,0.31,0.52,0.09,0.0,0.0,0.23,0.87,0.0,0.0,2.58,0.66,0.0,0.0,0.0,0.62,0.13
1395,2.739,1,91,0.39799999999999996,-0.138,-0.205,-0.433,0.013000000000000001,0.51,0.0,1.17,0.0,2.17,1.43,0.89,1.45,0.97,0.0,0.28,0.0,0.99,0.0,2.4,1.21,0.0
1397,2.87,0,91,-0.43,0.14,0.035,0.578,0.025,1.87,0.51,0.78,0.0,0.0,0.0,0.04,1.47,0.0,0.0,2.52,0.6,0.0,0.0,0.0,0.47,0.25
1399,3.0,0,91,-0.434,0.14300000000000002,0.036000000000000004,0.585,0.024,1.44,0.3,1.19,0.11,0.0,0.17,0.15,1.15,0.0,0.0,2.85,0.53,0.0,0.0,0.0,0.0,0.31
1401,3.13,0,91,-0.434,0.145,0.038,0.584,0.024,1.88,0.45,0.83,0.0,0.0,0.0,0.1,1.51,0.0,0.0,3.18,0.86,0.0,0.09,0.0,0.12,0.27
1403,3.13,2,91,0.409,-0.147,-0.20600000000000002,-0.40299999999999997,-0.19899999999999998,0.45,0.0,0.13,0.73,2.55,1.67,1.12,1.5,1.32,0.0,0.06,0.0,0.78,0.0,2.66,0.76,0.0
1404,3.13,3,91,-0.047,-0.22699999999999998,-0.32299999999999995,0.16399999999999998,0.07,1.53,0.0,0.77,0.06,1.07,0.63,0.93,1.13,1.17,0.0,0.29,0.0,0.08,0.32,1.26,0.39,0.12
1405,3.261,0,91,-0.43200000000000005,0.15,0.048,0.584,0.012,1.42,0.26,0.71,0.0,0.0,0.37,0.07,1.58,0.0,0.0,2.86,0.64,0.0,0.0,0.0,1.0,0.24
1407,3.261,2,91,0.384,-0.151,-0.212,-0.366,-0.235,0.29,0.0,0.1,0.76,2.51,1.89,1.17,2.19,1.6,0.28,0.29,0.0,0.41,0.0,2.78,0.7,0.0
1408,3.261,3,91,0.015,-0.265,-0.381,0.069,0.105,0.87,0.0,1.23,0.6,1.37,1.03,1.09,0.91,0.94,0.0,0.6,0.0,0.04,0.0,1.34,0.95,0.08
1409,3.391,0,91,-0.43700000000000006,0.151,0.048,0.588,0.013000000000000001,1.77,0.46,0.76,0.0,0.0,0.0,0.23,1.21,0.0,0.27,3.24,0.62,0.0,0.6,0.0,0.2,0.34
1411,3.391,2,91,0.413,-0.17800000000000002,-0.256,-0.405,-0.24100000000000002,0.49,0.0,0.71,0.55,2.48,1.86,1.0,1.57,1.54,0.0,0.0,0.0,0.0,0.0,2.76,0.56,0.0
1412,3.391,3,91,0.08900000000000001,-0.29600000000000004,-0.41,-0.034,0.11199999999999999,1.78,0.0,2.04,0.01,1.13,0.41,0.28,0.89,0.73,0.6,0.43,0.0,0.0,0.41,1.51,1.13,0.02
1413,3.522,0,91,-0.44,0.157,0.048,0.593,0.017,1.93,0.76,0.82,0.0,0.0,0.32,0.48,1.25,0.0,0.0,2.52,0.7,0.0,0.19,0.0,0.92,0.0
1416,3.522,3,91,0.075,-0.23399999999999999,-0.322,-0.013999999999999999,0.065,1.64,0.0,0.98,0.45,1.37,0.78,0.96,1.43,1.21,0.0,0.07,0.0,0.0,0.0,1.34,0.91,0.06
1417,3.6519999999999997,0,91,-0.44299999999999995,0.16899999999999998,0.059000000000000004,0.6,0.006999999999999999,1.83,0.44,1.03,0.0,0.0,0.23,0.39,1.7,0.0,0.0,2.69,0.35,0.0,0.0,0.0,1.19,0.21
1418,3.6519999999999997,2,91,0.442,-0.245,-0.35600000000000004,-0.436,-0.261,0.39,0.07,0.76,0.62,1.86,1.74,0.64,1.25,0.82,0.0,0.63,0.0,0.0,0.0,1.91,0.0,0.0
1419,3.6519999999999997,3,91,-0.027000000000000003,-0.203,-0.284,0.135,0.03,2.11,0.0,0.65,0.0,1.12,0.0,0.65,1.05,1.2,0.0,0.0,0.0,0.0,0.0,1.6,0.86,0.46
1420,3.783,0,91,-0.44299999999999995,0.174,0.069,0.603,0.003,2.13,0.34,0.85,0.34,0.0,0.0,0.74,1.68,0.0,0.18,2.27,0.71,0.0,0.18,0.13,1.21,0.21
1421,3.783,2,91,0.36200000000000004,-0.22,-0.314,-0.32299999999999995,-0.247,0.92,0.0,1.16,1.16,2.04,1.6,1.17,1.37,1.04,0.0,0.79,0.0,0.36,0.08,2.47,1.77,0.01
1423,3.9130000000000003,0,91,-0.442,0.18,0.07200000000000001,0.604,0.002,2.0,0.1,1.05,0.0,0.0,0.0,0.22,1.18,0.0,0.0,2.45,0.36,0.0,0.25,0.0,0.94,0.25
1424,3.9130000000000003,2,91,0.336,-0.19899999999999998,-0.281,-0.28800000000000003,-0.248,0.92,0.0,1.07,0.79,2.43,2.56,1.37,1.25,1.35,0.0,0.66,0.0,0.49,0.26,2.81,1.3,0.0
1427,0.0,1,147,0.654,0.609,0.6659999999999999,-0.645,0.306,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.09
