,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,face_id,video
1393,0.113848,-0.05346,-0.992059,-0.06757300000000001,0.003946,-0.997707,0.023,-0.025,102.8,-88.0,683.6,-0.132,-0.036000000000000004,-0.386,0.83,0.0,0.75,0.03,1.59,2.4,0.62,1.24,1.86,0.39,1.41,0.0,0.0,0.0,1.23,0.6,0.0,0,4
1394,0.106233,-0.06425700000000001,-0.9922629999999999,-0.072647,-0.008633,-0.9973200000000001,0.017,-0.037000000000000005,102.9,-89.3,686.0,-0.146,-0.027000000000000003,-0.385,0.76,0.0,0.43,0.11,1.73,2.6,0.25,1.22,1.94,0.25,1.35,0.0,0.0,0.0,1.36,0.95,0.0,0,4
1395,0.088466,-0.062956,-0.994088,-0.09454,-0.004889,-0.995509,-0.003,-0.034,102.8,-91.3,685.9,-0.141,-0.001,-0.374,0.66,0.0,0.4,0.2,1.51,2.26,0.43,0.95,1.84,0.05,1.48,0.0,0.0,0.0,1.24,0.72,0.0,0,4
1424,0.265388,0.22288400000000003,-0.938026,0.050472,0.248718,-0.96726,0.16399999999999998,0.243,24.3,-21.7,383.5,0.244,-0.24600000000000002,-0.092,1.64,1.77,0.0,2.16,1.01,1.31,0.0,1.73,2.23,0.87,0.0,0.06,0.0,0.0,2.1,1.58,0.0,0,619
1425,0.267758,0.23278800000000002,-0.934941,0.054234000000000004,0.260131,-0.9640489999999999,0.168,0.254,25.0,-23.3,385.1,0.258,-0.247,-0.10400000000000001,1.81,1.8,0.0,1.27,1.22,1.42,0.0,1.56,2.12,1.31,0.0,0.0,0.0,0.0,2.27,1.16,0.0,0,619
1426,0.268907,0.23579499999999998,-0.933858,0.056391,0.262889,-0.9631770000000001,0.17,0.257,25.6,-25.0,384.8,0.261,-0.251,-0.10400000000000001,2.08,2.09,0.0,1.15,1.34,1.76,0.0,1.84,2.41,1.12,0.0,0.0,0.0,0.0,2.37,0.76,0.0,0,619
1427,0.27029000000000003,0.23850500000000002,-0.9327700000000001,0.057032000000000006,0.26514499999999996,-0.96252,0.171,0.26,26.1,-25.3,385.8,0.264,-0.253,-0.102,2.25,1.92,0.0,1.62,1.27,1.91,0.0,1.68,2.31,1.53,0.0,0.0,0.0,0.0,2.44,1.25,0.0,0,619
1428,0.267633,0.245112,-0.9318219999999999,0.053779999999999994,0.271012,-0.961073,0.168,0.266,26.3,-24.3,385.9,0.27399999999999997,-0.25,-0.098,2.08,2.22,0.0,1.65,1.21,1.7,0.0,1.55,2.26,1.28,0.0,0.0,0.0,0.0,2.48,0.95,0.0,0,619
1429,0.263826,0.24575500000000003,-0.932738,0.049375,0.27126100000000003,-0.961239,0.16399999999999998,0.266,26.5,-24.0,386.2,0.276,-0.244,-0.09699999999999999,1.96,2.33,0.0,1.34,1.41,1.7,0.0,1.51,2.26,1.61,0.0,0.0,0.0,0.0,2.66,1.48,0.0,0,619
1430,0.26172399999999996,0.24573299999999998,-0.933336,0.047794,0.270462,-0.9615440000000001,0.162,0.266,27.0,-24.9,386.1,0.275,-0.242,-0.095,1.96,2.04,0.0,1.11,1.45,1.76,0.0,1.7,2.44,0.79,0.0,0.0,0.0,0.0,2.51,1.43,0.0,0,619
1431,0.25911100000000004,0.248583,-0.9333100000000001,0.045926,0.273658,-0.96073,0.16,0.26899999999999996,27.5,-26.6,386.8,0.27699999999999997,-0.239,-0.095,1.46,2.08,0.0,1.16,1.27,1.17,0.0,1.56,2.42,1.24,0.0,0.14,0.0,0.0,2.54,1.26,0.0,0,619
1432,0.259969,0.24843099999999999,-0.933112,0.046424,0.273021,-0.960887,0.16,0.26899999999999996,27.2,-27.9,387.4,0.276,-0.239,-0.095,1.74,2.01,0.0,1.63,1.29,1.52,0.0,1.71,2.3,1.08,0.0,0.0,0.0,0.0,2.42,0.83,0.0,0,619
1433,0.259855,0.25207399999999996,-0.932167,0.045734,0.276624,-0.959889,0.16,0.272,26.6,-27.5,386.9,0.281,-0.23800000000000002,-0.09300000000000001,1.8,2.14,0.0,1.46,1.29,1.14,0.0,1.69,2.25,1.77,0.0,0.0,0.0,0.0,2.53,1.49,0.0,0,619
1434,0.260291,0.25142800000000004,-0.932219,0.046098,0.275819,-0.9601040000000001,0.161,0.272,26.4,-26.6,387.5,0.27899999999999997,-0.23800000000000002,-0.09300000000000001,1.71,1.97,0.0,1.57,1.38,1.73,0.0,1.68,2.38,1.08,0.0,0.11,0.0,0.0,2.36,1.7,0.0,0,619
1435,0.259529,0.249486,-0.932953,0.045572,0.273936,-0.9606680000000001,0.16,0.27,26.2,-26.3,387.7,0.275,-0.23600000000000002,-0.092,1.88,2.14,0.0,1.14,1.35,2.28,0.0,1.59,2.41,1.43,0.0,0.13,0.0,0.0,2.33,1.62,0.0,0,619
1436,0.258806,0.24821300000000002,-0.933493,0.044361000000000005,0.273462,-0.960859,0.159,0.26899999999999996,26.2,-27.0,387.8,0.275,-0.23399999999999999,-0.095,1.84,2.17,0.0,1.48,1.45,1.89,0.0,1.77,2.51,1.29,0.0,0.11,0.0,0.0,2.5,1.84,0.0,0,619
1437,0.256155,0.24344699999999997,-0.935477,0.042057,0.26850300000000005,-0.96236,0.156,0.263,25.9,-27.7,387.5,0.266,-0.22899999999999998,-0.096,2.03,1.94,0.0,1.2,1.29,1.27,0.0,1.64,2.32,1.07,0.0,0.0,0.0,0.0,2.33,1.22,0.0,0,619
1438,0.258187,0.24065799999999998,-0.935641,0.043181,0.265988,-0.963009,0.157,0.261,25.7,-28.8,387.7,0.262,-0.231,-0.098,1.57,2.01,0.0,1.02,1.42,1.21,0.0,1.76,2.26,1.42,0.0,0.0,0.0,0.0,2.18,1.26,0.0,0,619
1439,0.258252,0.242696,-0.9350959999999999,0.043565,0.267679,-0.9625229999999999,0.158,0.263,25.7,-28.9,387.5,0.263,-0.231,-0.09699999999999999,1.62,2.08,0.0,1.15,1.52,1.27,0.0,1.7,2.2,1.53,0.0,0.09,0.0,0.0,2.15,1.49,0.0,0,619
1440,0.260069,0.246098,-0.933702,0.045139,0.271981,-0.9612430000000001,0.16,0.267,26.1,-31.0,387.6,0.267,-0.23399999999999999,-0.099,1.76,2.18,0.0,0.96,1.19,1.58,0.0,1.73,2.31,1.61,0.0,0.0,0.0,0.0,2.39,1.35,0.0,0,619
1441,0.263258,0.250183,-0.9317209999999999,0.048466,0.277631,-0.959465,0.163,0.272,26.6,-34.3,389.0,0.273,-0.239,-0.109,1.75,1.8,0.0,0.7,1.44,1.6,0.0,2.28,2.35,0.96,0.0,0.0,0.0,0.0,2.61,1.87,0.0,0,619
1442,0.267422,0.248013,-0.9311149999999999,0.052499000000000004,0.278907,-0.958882,0.168,0.272,27.0,-38.8,389.9,0.266,-0.244,-0.124,1.87,1.93,0.0,0.91,1.25,1.31,0.0,1.85,2.6,0.97,0.0,0.0,0.0,0.0,2.54,1.48,0.0,0,619
1443,0.277079,0.253666,-0.926758,0.061716999999999994,0.288204,-0.955578,0.17800000000000002,0.28,27.0,-43.3,391.9,0.273,-0.259,-0.13699999999999998,1.88,1.63,0.0,0.91,1.46,2.17,0.0,1.58,2.38,0.85,0.0,0.0,0.0,0.0,2.57,1.83,0.0,0,619
1444,0.28324,0.265654,-0.921522,0.070227,0.302007,-0.950715,0.187,0.294,26.5,-47.2,393.8,0.287,-0.26899999999999996,-0.147,1.48,1.45,0.0,0.4,1.44,1.36,0.0,1.98,2.4,1.05,0.0,0.0,0.0,0.0,2.6,1.19,0.0,0,619
1445,0.284364,0.26612800000000003,-0.9210389999999999,0.071983,0.304322,-0.949846,0.188,0.29600000000000004,25.3,-51.0,395.0,0.284,-0.267,-0.154,1.33,1.22,0.0,0.43,1.49,1.82,0.0,2.16,2.36,1.09,0.0,0.0,0.0,0.0,2.49,1.56,0.0,0,619
1446,0.287233,0.267505,-0.9197489999999999,0.07614,0.30644,-0.94884,0.192,0.298,24.3,-54.4,395.4,0.28300000000000003,-0.271,-0.16,1.26,1.16,0.0,0.0,1.41,2.09,0.0,2.01,2.28,0.71,0.0,0.0,0.0,0.0,2.33,1.34,0.0,0,619
1447,0.29144200000000003,0.267386,-0.918459,0.080476,0.30688200000000004,-0.9483389999999999,0.19699999999999998,0.298,23.6,-56.1,394.9,0.27899999999999997,-0.275,-0.16399999999999998,1.08,1.55,0.0,1.16,1.53,2.75,0.04,1.56,2.0,1.19,0.0,0.0,0.0,0.0,2.52,1.35,0.0,0,619
1448,0.29249200000000003,0.270509,-0.9172100000000001,0.081387,0.310473,-0.947092,0.198,0.302,23.0,-55.9,394.3,0.285,-0.276,-0.168,1.18,1.25,0.0,0.96,1.53,1.84,0.0,1.92,2.3,0.56,0.0,0.0,0.0,0.0,2.58,0.84,0.0,0,619
1449,0.29518,0.272728,-0.91569,0.08432200000000001,0.312686,-0.946106,0.201,0.305,22.6,-54.4,393.9,0.289,-0.27899999999999997,-0.168,1.38,1.2,0.0,0.24,1.37,1.31,0.0,1.92,2.35,0.85,0.0,0.0,0.0,0.0,2.54,1.02,0.0,0,619
1464,-0.05173200000000001,0.397019,-0.916351,-0.24051,0.378826,-0.8936700000000001,-0.16,0.405,-16.1,-89.4,626.9,0.45399999999999996,0.27,-0.036000000000000004,1.69,0.0,0.0,0.0,1.18,0.0,0.0,0.0,1.15,1.12,0.0,0.0,0.0,0.0,0.77,0.8,0.0,0,625
1465,-0.059519,0.394567,-0.9169370000000001,-0.247333,0.37704,-0.8925620000000001,-0.168,0.40299999999999997,-16.5,-89.3,626.8,0.451,0.27899999999999997,-0.035,1.14,0.0,0.0,0.2,1.09,0.0,0.0,0.0,1.19,0.56,0.0,0.0,0.0,0.32,0.68,1.01,0.0,0,625
1466,-0.057763999999999996,0.39292699999999997,-0.917753,-0.246385,0.375486,-0.8934790000000001,-0.166,0.401,-16.5,-89.2,627.2,0.449,0.27699999999999997,-0.034,1.18,0.0,0.0,0.0,0.93,0.0,0.0,0.0,1.41,0.21,0.0,0.0,0.0,0.29,0.76,0.87,0.0,0,625
1467,-0.053536,0.395683,-0.916826,-0.242779,0.378633,-0.8931379999999999,-0.162,0.40399999999999997,-16.3,-89.0,627.1,0.45399999999999996,0.272,-0.036000000000000004,1.39,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.32,0.49,0.0,0.0,0.0,0.36,0.85,0.75,0.0,0,625
1468,-0.053579999999999996,0.392384,-0.91824,-0.2437,0.374609,-0.894583,-0.163,0.4,-16.4,-89.1,627.7,0.44799999999999995,0.271,-0.031,1.23,0.0,0.0,0.0,0.97,0.0,0.0,0.0,1.35,0.73,0.0,0.0,0.0,0.26,0.59,0.49,0.0,0,625
1469,-0.051782,0.396524,-0.9165629999999999,-0.24154099999999998,0.379052,-0.8932959999999999,-0.161,0.405,-16.2,-89.1,627.4,0.45399999999999996,0.27,-0.035,1.38,0.0,0.0,0.0,1.18,0.0,0.0,0.0,1.47,0.55,0.0,0.0,0.0,0.45,0.83,0.23,0.03,0,625
1470,-0.05606900000000001,0.394604,-0.9171389999999999,-0.245189,0.376654,-0.893316,-0.165,0.40299999999999997,-16.4,-89.1,627.1,0.45,0.276,-0.033,1.01,0.0,0.0,0.0,0.94,0.0,0.0,0.0,1.43,0.69,0.0,0.0,0.0,0.0,0.66,0.28,0.0,0,625
1471,-0.053123000000000004,0.395835,-0.916784,-0.242794,0.37806300000000004,-0.893375,-0.162,0.40399999999999997,-16.3,-89.2,627.4,0.45399999999999996,0.272,-0.036000000000000004,1.05,0.0,0.0,0.0,1.19,0.0,0.0,0.0,1.29,0.81,0.0,0.0,0.0,0.47,0.84,1.71,0.0,0,625
1472,-0.05536,0.393864,-0.9175,-0.244482,0.37604699999999996,-0.893766,-0.16399999999999998,0.402,-16.4,-89.2,627.6,0.451,0.275,-0.035,1.3,0.0,0.0,0.0,1.08,0.0,0.0,0.0,1.37,0.21,0.0,0.0,0.0,0.24,0.6,0.21,0.0,0,625
1473,-0.05368200000000001,0.394946,-0.917134,-0.243573,0.376264,-0.8939229999999999,-0.163,0.40299999999999997,-16.4,-89.0,628.8,0.451,0.272,-0.031,1.38,0.0,0.0,0.0,1.06,0.0,0.0,0.0,1.38,0.72,0.0,0.0,0.0,0.02,0.58,0.27,0.03,0,625
1474,-0.055542999999999995,0.39174499999999995,-0.9183959999999999,-0.24476399999999998,0.37355900000000003,-0.8947309999999999,-0.16399999999999998,0.39899999999999997,-16.6,-89.0,628.6,0.446,0.275,-0.031,1.13,0.0,0.0,0.0,1.08,0.0,0.0,0.0,1.18,0.54,0.0,0.0,0.0,0.11,0.61,1.15,0.0,0,625
1475,-0.054854999999999994,0.390801,-0.918839,-0.244414,0.372571,-0.8952389999999999,-0.163,0.39799999999999996,-16.6,-88.8,627.7,0.445,0.27399999999999997,-0.031,1.18,0.0,0.0,0.0,1.09,0.0,0.0,0.0,1.36,0.72,0.0,0.0,0.0,0.0,0.7,1.24,0.0,0,625
1476,-0.055505,0.393006,-0.917859,-0.24450500000000003,0.375107,-0.8941540000000001,-0.16399999999999998,0.401,-16.6,-88.7,627.1,0.447,0.275,-0.031,0.99,0.0,0.0,0.0,1.04,0.03,0.0,0.0,1.16,0.18,0.0,0.0,0.0,0.0,0.71,0.76,0.0,0,625
1477,-0.058161000000000004,0.392399,-0.917954,-0.245031,0.37503000000000003,-0.894043,-0.166,0.401,-16.8,-88.4,625.3,0.447,0.27899999999999997,-0.033,0.88,0.0,0.0,0.0,1.18,0.2,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.2,0.63,1.59,0.14,0,625
1478,-0.061111,0.390353,-0.9186350000000001,-0.24788000000000002,0.373206,-0.894021,-0.16899999999999998,0.39899999999999997,-16.9,-88.0,624.3,0.444,0.284,-0.033,1.03,0.0,0.0,0.0,0.99,0.0,0.0,0.04,1.38,0.88,0.0,0.0,0.0,0.37,0.62,1.68,0.13,0,625
1479,-0.061933,0.387773,-0.9196719999999999,-0.24839699999999998,0.370896,-0.8948379999999999,-0.16899999999999998,0.396,-17.0,-87.8,623.4,0.439,0.285,-0.031,1.09,0.0,0.0,0.0,1.16,0.0,0.0,0.06,1.44,0.9,0.0,0.0,0.0,0.36,0.78,1.49,0.22,0,625
1480,-0.064501,0.385418,-0.920485,-0.24972399999999997,0.36928,-0.8951370000000001,-0.171,0.39399999999999996,-17.5,-87.9,622.3,0.435,0.29100000000000004,-0.03,1.57,0.0,0.0,0.0,1.06,0.47,0.0,0.0,1.51,0.68,0.0,0.0,0.0,0.66,1.0,1.35,0.31,0,625
1481,-0.064591,0.38617199999999996,-0.920162,-0.250037,0.369691,-0.8948799999999999,-0.172,0.395,-17.8,-87.8,620.6,0.435,0.293,-0.026000000000000002,1.19,0.0,0.0,0.0,1.33,0.29,0.0,0.63,1.64,0.88,0.0,0.0,0.0,0.16,1.37,1.84,0.14,0,625
1482,-0.06994600000000001,0.381932,-0.9215399999999999,-0.254375,0.365297,-0.8954620000000001,-0.177,0.39,-18.6,-88.7,615.5,0.428,0.303,-0.022000000000000002,1.02,0.0,0.05,0.0,1.46,1.23,0.0,0.55,1.73,0.75,0.0,0.0,0.0,0.23,1.67,1.28,0.25,0,625
1483,-0.07535700000000001,0.365448,-0.9277770000000001,-0.25785399999999997,0.346853,-0.9017790000000001,-0.18,0.371,-20.2,-91.6,614.9,0.39399999999999996,0.309,0.002,1.6,0.0,0.0,0.0,1.5,0.85,0.0,0.83,1.62,0.87,0.0,0.0,0.0,0.52,1.73,1.19,0.48,0,625
1484,-0.08320599999999999,0.35665,-0.930525,-0.265652,0.33737,-0.903112,-0.188,0.36200000000000004,-22.4,-95.1,613.2,0.373,0.322,0.018000000000000002,1.25,0.0,0.0,0.0,1.41,1.0,0.0,0.55,1.62,1.09,0.0,0.0,0.0,0.0,1.98,1.31,0.29,0,625
1485,-0.11526600000000001,0.335683,-0.934896,-0.293302,0.31535799999999997,-0.90251,-0.21899999999999997,0.341,-25.9,-99.5,598.8,0.325,0.375,0.040999999999999995,0.59,0.0,0.0,0.18,1.32,0.0,0.0,1.02,1.74,1.3,0.24,0.0,0.0,0.0,2.69,1.11,0.44,0,625
1486,-0.133848,0.327937,-0.935169,-0.308973,0.308172,-0.899759,-0.237,0.33399999999999996,-27.3,-100.8,591.8,0.303,0.405,0.055999999999999994,0.44,0.0,0.0,0.19,1.2,0.77,0.0,1.01,1.92,1.72,0.3,0.0,0.0,0.07,2.96,1.91,0.56,0,625
1487,-0.141729,0.323728,-0.935475,-0.316818,0.304055,-0.898431,-0.245,0.33,-28.0,-101.3,587.3,0.295,0.42,0.059000000000000004,0.69,0.0,0.0,0.23,1.24,0.76,0.0,0.52,1.33,1.65,0.93,0.0,0.0,0.0,2.49,0.95,0.62,0,625
1488,-0.142995,0.314364,-0.9384709999999999,-0.313842,0.294172,-0.902755,-0.243,0.319,-28.7,-103.0,592.2,0.275,0.413,0.069,0.43,0.0,0.0,0.07,1.38,1.13,0.0,1.01,1.58,1.58,0.75,0.0,0.0,0.65,2.35,2.06,0.4,0,625
1489,-0.140348,0.31696399999999997,-0.9379959999999999,-0.310137,0.295249,-0.903683,-0.24,0.321,-29.2,-104.0,596.9,0.278,0.405,0.073,0.66,0.0,0.0,0.0,1.15,1.17,0.0,0.99,1.79,1.99,0.6,0.0,0.0,0.85,2.29,0.96,0.45,0,625
1490,-0.137822,0.333889,-0.9324819999999999,-0.311131,0.310784,-0.898115,-0.24100000000000002,0.33899999999999997,-29.7,-103.4,600.8,0.315,0.409,0.066,0.64,0.0,0.0,0.15,1.45,1.21,0.0,1.26,1.91,1.59,0.18,0.0,0.0,0.0,2.89,1.49,0.31,0,625
1491,-0.131364,0.347957,-0.928261,-0.305477,0.32290100000000005,-0.8957790000000001,-0.235,0.35200000000000004,-29.7,-102.8,605.7,0.342,0.39899999999999997,0.057,0.52,0.0,0.0,0.0,1.4,0.88,0.0,1.5,2.02,1.39,0.0,0.0,0.0,0.0,2.63,0.0,0.47,0,625
1492,-0.129666,0.359088,-0.9242520000000001,-0.302755,0.33276700000000003,-0.8930879999999999,-0.23399999999999999,0.364,-29.9,-102.1,610.7,0.365,0.397,0.048,0.58,0.0,0.0,0.0,1.48,0.86,0.0,0.92,1.85,1.1,0.0,0.0,0.0,0.31,2.42,1.12,0.35,0,625
1497,0.490447,0.261741,-0.8312360000000001,0.325087,0.305397,-0.895015,0.441,0.317,-48.0,-131.4,604.1,0.281,-0.563,-0.121,0.61,0.0,0.0,1.18,1.07,1.44,0.0,0.21,0.55,0.0,2.77,0.0,0.0,0.75,1.0,0.0,0.0,1,625
1499,0.490516,0.23192,-0.8400040000000001,0.33420700000000003,0.28181,-0.899382,0.44299999999999995,0.287,-50.9,-132.8,597.8,0.212,-0.561,-0.226,0.64,0.0,0.0,0.44,1.27,0.85,0.0,0.77,0.71,0.0,2.46,0.0,0.0,0.73,1.89,0.0,0.04,1,625
1500,0.494674,0.223018,-0.8399770000000001,0.345006,0.275411,-0.897284,0.45,0.27899999999999997,-56.0,-134.7,594.7,0.196,-0.56,-0.276,1.29,0.26,0.0,0.54,1.38,0.78,0.04,0.28,0.75,0.0,2.27,1.24,0.51,1.01,1.55,0.0,0.0,1,625
1501,0.509828,0.213279,-0.833419,0.363159,0.26727,-0.8925709999999999,0.46799999999999997,0.272,-61.0,-138.2,595.9,0.174,-0.5710000000000001,-0.31,1.19,0.25,0.0,0.0,1.17,0.2,0.0,0.57,0.15,0.0,2.98,0.35,1.61,0.0,2.41,4.25,0.13,1,625
1502,0.524896,0.202195,-0.826802,0.380725,0.254894,-0.888863,0.486,0.26,-64.4,-140.3,593.1,0.153,-0.594,-0.32799999999999996,1.5,0.0,0.0,0.16,1.53,0.18,0.0,0.0,0.88,0.0,2.84,0.0,0.0,0.81,1.28,1.38,0.0,1,625
1503,0.5413720000000001,0.20480399999999999,-0.815458,0.401159,0.259361,-0.8785229999999999,0.508,0.267,-67.0,-143.1,592.5,0.154,-0.621,-0.345,1.02,0.0,0.0,0.43,1.57,0.0,0.0,0.0,0.6,0.0,2.64,0.0,0.0,0.0,1.44,0.0,0.14,1,625
1504,0.54869,0.210633,-0.809057,0.41082299999999994,0.265839,-0.8720969999999999,0.519,0.276,-67.9,-143.4,589.7,0.166,-0.639,-0.354,1.59,0.06,0.0,0.0,1.78,0.54,0.0,0.0,1.02,0.0,2.65,0.0,0.0,0.0,1.34,0.0,0.22,1,625
1505,0.55823,0.209612,-0.802772,0.42111000000000004,0.264912,-0.867461,0.53,0.27699999999999997,-68.7,-144.3,590.9,0.163,-0.652,-0.354,1.17,0.0,0.0,0.0,1.35,0.06,0.0,0.0,0.96,0.0,2.97,0.0,0.05,0.0,1.33,0.0,0.08,1,625
1506,0.562392,0.207632,-0.800377,0.42659300000000006,0.262719,-0.8654459999999999,0.536,0.275,-68.2,-143.7,591.7,0.168,-0.6579999999999999,-0.35600000000000004,1.85,0.0,0.0,0.0,1.33,0.0,0.0,0.82,0.46,0.0,1.92,0.61,0.21,0.0,1.26,2.76,0.25,1,625
1507,0.5856640000000001,0.222223,-0.779496,0.44876499999999997,0.28028000000000003,-0.8485590000000001,0.5660000000000001,0.299,-68.1,-145.1,599.5,0.21100000000000002,-0.7,-0.341,1.49,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.67,0.0,3.16,0.0,0.0,0.0,1.01,1.18,0.15,1,625
1508,0.610082,0.24512899999999999,-0.753467,0.473706,0.307425,-0.825283,0.602,0.337,-65.6,-144.9,604.1,0.273,-0.764,-0.304,0.79,0.0,0.4,0.0,1.04,0.0,0.0,0.0,1.12,0.0,2.92,0.96,0.0,0.0,0.79,0.0,0.0,1,625
1509,0.633726,0.256956,-0.729634,0.5050359999999999,0.31805100000000003,-0.802361,0.639,0.359,-62.9,-144.1,607.8,0.307,-0.828,-0.27,0.93,0.0,0.45,0.0,0.8,0.0,0.0,0.0,0.0,0.0,2.36,0.0,0.0,0.0,0.33,1.5,0.0,1,625
1510,0.6539699999999999,0.255498,-0.71207,0.532629,0.313431,-0.786173,0.67,0.363,-60.6,-141.8,608.5,0.314,-0.89,-0.244,1.37,0.0,0.56,0.0,0.97,0.0,0.0,0.0,0.03,0.0,2.84,0.0,0.0,0.0,0.68,0.0,0.0,1,625
1511,0.245838,0.24542600000000003,-0.9377260000000001,0.015645,0.24159299999999997,-0.970252,0.136,0.25,32.9,-37.3,311.6,0.15,-0.21600000000000003,-0.012,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.76,0.78,0.7,0.85,0.4,0.0,0.06,0.0,0.23,0.0,0,584
1512,0.247521,0.27484699999999995,-0.929082,0.026095999999999998,0.26258000000000004,-0.964557,0.14300000000000002,0.27699999999999997,31.5,-37.8,311.6,0.175,-0.22,0.012,0.12,0.23,0.0,0.0,0.0,0.13,0.0,0.72,0.98,0.91,0.83,0.19,0.0,0.0,0.0,0.0,0.0,0,584
1513,0.25435399999999997,0.296935,-0.920399,0.036181,0.274429,-0.9609260000000001,0.153,0.295,34.7,-37.4,306.7,0.19899999999999998,-0.253,0.044000000000000004,0.0,0.0,0.0,0.07,0.43,0.08,0.39,2.42,1.92,1.29,0.8,0.0,0.0,0.0,2.3,0.0,0.0,0,584
1514,0.25209000000000004,0.301561,-0.919517,0.035066,0.277536,-0.960075,0.152,0.299,34.7,-37.8,306.2,0.207,-0.256,0.044000000000000004,0.0,0.0,0.0,0.0,0.73,0.03,0.7,2.98,2.1,1.52,0.9,0.0,0.0,0.0,2.63,0.05,0.0,0,584
1515,0.25653000000000004,0.289605,-0.9221290000000001,0.033559,0.267018,-0.9631069999999999,0.153,0.287,29.6,-38.5,306.5,0.195,-0.248,0.035,0.0,0.0,0.0,0.0,1.05,0.66,1.01,2.83,2.32,1.08,1.02,0.0,0.15,0.0,2.84,0.01,0.0,0,584
1516,0.261087,0.296009,-0.91881,0.034512,0.27554,-0.96067,0.156,0.295,22.7,-37.2,305.9,0.20600000000000002,-0.24,0.036000000000000004,0.0,0.0,0.0,0.0,1.36,0.69,0.94,2.54,2.5,0.97,1.0,0.0,0.0,0.0,2.97,0.09,0.0,0,584
1517,0.258279,0.29431799999999997,-0.9201459999999999,0.027077999999999998,0.275183,-0.96101,0.151,0.294,19.5,-35.8,305.4,0.209,-0.231,0.04,0.0,0.0,0.0,0.0,1.25,0.8,0.95,2.43,2.48,0.88,1.04,0.0,0.0,0.0,2.97,0.42,0.0,0,584
1518,0.255862,0.302693,-0.9181020000000001,0.02426,0.284686,-0.9583139999999999,0.14800000000000002,0.303,15.9,-32.8,305.1,0.22699999999999998,-0.226,0.04,0.39,0.14,0.0,0.0,1.51,0.76,0.75,2.37,2.7,1.15,0.89,0.0,0.15,0.0,3.07,0.38,0.0,0,584
1519,0.261664,0.303458,-0.916212,0.029566000000000002,0.287236,-0.9574030000000001,0.154,0.305,14.8,-31.7,304.1,0.233,-0.23399999999999999,0.043,0.11,0.08,0.0,0.0,1.33,0.73,0.68,2.29,2.65,1.28,0.99,0.0,0.0,0.0,3.19,0.74,0.0,0,584
1520,0.267163,0.30745700000000004,-0.9132879999999999,0.038363,0.291476,-0.955809,0.162,0.31,14.8,-32.0,303.7,0.24,-0.249,0.048,0.42,0.4,0.0,0.0,1.3,0.73,0.72,2.49,2.7,1.41,0.98,0.0,0.14,0.0,3.14,0.85,0.0,0,584
1521,0.273335,0.307431,-0.9114680000000001,0.049199,0.289959,-0.955774,0.171,0.31,17.2,-32.8,303.1,0.24100000000000002,-0.264,0.043,0.38,0.29,0.0,0.0,1.45,0.42,0.5,2.39,2.82,1.51,0.8,0.0,0.13,0.0,3.1,0.75,0.0,0,584
1522,0.274767,0.308718,-0.910602,0.051472000000000004,0.290691,-0.955432,0.17300000000000001,0.311,18.8,-33.0,303.5,0.245,-0.271,0.040999999999999995,0.48,0.31,0.01,0.0,1.34,0.43,0.59,2.98,2.75,1.64,0.73,0.0,0.0,0.0,3.06,0.88,0.0,0,584
1523,0.276432,0.308187,-0.910278,0.051271000000000004,0.291613,-0.955161,0.174,0.311,21.3,-33.0,303.0,0.244,-0.276,0.036000000000000004,0.33,0.02,0.0,0.0,1.53,0.46,0.56,2.85,2.7,1.76,0.9,0.0,0.0,0.0,3.07,0.7,0.0,0,584
1524,0.271352,0.309329,-0.9114180000000001,0.048805,0.292437,-0.955039,0.17,0.312,22.0,-32.8,304.3,0.243,-0.267,0.03,0.12,0.0,0.0,0.0,1.41,0.47,0.77,2.79,2.65,2.11,0.85,0.0,0.0,0.0,3.02,0.5,0.0,0,584
1525,0.27069699999999997,0.311187,-0.9109809999999999,0.045531999999999996,0.29375,-0.9547969999999999,0.168,0.314,21.3,-32.3,305.8,0.247,-0.264,0.027999999999999997,0.11,0.13,0.0,0.0,1.29,0.34,0.9,2.95,2.63,2.0,0.77,0.0,0.0,0.0,3.2,0.75,0.0,0,584
1526,0.265574,0.312918,-0.9118950000000001,0.040802,0.295203,-0.9545629999999999,0.163,0.315,21.0,-32.2,305.7,0.25,-0.258,0.03,0.0,0.04,0.0,0.0,1.4,0.65,0.7,3.06,2.77,1.93,0.76,0.0,0.0,0.0,3.25,0.9,0.0,0,584
1527,-0.119487,0.219371,-0.968297,-0.318702,0.20436400000000002,-0.9255620000000001,-0.22699999999999998,0.22,116.6,-89.9,501.5,0.15,0.24,-0.0,0.35,0.0,0.0,0.42,1.8,0.8,0.53,0.85,1.95,1.02,0.11,0.0,1.18,0.09,1.7,0.41,0.0,0,590
